Name,Sport,Age,Height,Weight,Sex
Desai Williams,Athletics,25.0,175.0,72.0,M
Tatyana Petrovna Ponyayeva-Tretyakova,Volleyball,25.0,176.0,70.0,F
Marianne Iren Pettersen,Football,25.0,171.0,64.0,F
Hans Plenk,Luge,25.0,176.0,72.0,M
Andrea Sybille Weiermann-Lietz,Hockey,25.0,163.0,54.0,F
"Peter Harlow ""Pete"" Raymond",Rowing,25.0,193.0,86.0,M
"Heike Warnicke (Schalling-, -Sinaki)",Speed Skating,25.0,173.0,63.0,F
Jan Peka,Ice Hockey,25.0,,,M
Giuliano Razzoli,Alpine Skiing,25.0,182.0,88.0,M
Dino Raa,Basketball,25.0,210.0,105.0,M
Jozef Lohya,Wrestling,25.0,180.0,90.0,M
Bartosz Mariusz Piasecki,Fencing,25.0,196.0,80.0,M
Matteo Piano,Volleyball,25.0,208.0,102.0,M
Davis Welsh Phinney,Cycling,25.0,172.0,75.0,M
Cari Read,Synchronized Swimming,25.0,172.0,55.0,F
"Joseph ""Joe"" Phillips",Hockey,25.0,,,M
Norman Richard Read,Athletics,25.0,178.0,64.0,M
Guntis Osis,Bobsleigh,25.0,183.0,89.0,M
Zhong Man,Fencing,25.0,190.0,75.0,M
Marian Wiesaw Ostafiski,Football,25.0,181.0,78.0,M
Hendrik Pekeler,Handball,25.0,203.0,103.0,M
Conny Wamuth,Canoeing,25.0,167.0,64.0,F
Marek Leniewski,Cycling,25.0,185.0,76.0,M
Milena Rai,Volleyball,25.0,191.0,72.0,F
Hans Kjeld Rasmussen,Shooting,25.0,178.0,68.0,M
"Harold Ellis ""Harry"" Watson",Ice Hockey,25.0,,,M
"Wilfrid ""Wilf"" Waters",Cycling,25.0,,,M
Per Henrik Stisen Rasmussen,Rowing,25.0,201.0,90.0,M
Zevegiin Oidov,Wrestling,25.0,168.0,62.0,M
Micheline O. M. Ostermeyer (-Ghazarian),Athletics,25.0,179.0,73.0,F
Jukka Matti Rauhala,Wrestling,25.0,172.0,62.0,M
"Catherine Leigh ""Cat"" Osterman",Softball,25.0,188.0,79.0,F
Fritz Felix Piepes,Tennis,25.0,,,M
Akito Watabe,Nordic Combined,25.0,173.0,60.0,M
Aaron Wells Peirsol,Swimming,25.0,191.0,91.0,M
Piero Rebaudengo,Volleyball,25.0,190.0,80.0,M
Andreas Wank,Ski Jumping,25.0,189.0,72.0,M
Juan Pelln Fernndez-Fonteche,Hockey,25.0,174.0,71.0,M
Long Qingquan,Weightlifting,25.0,150.0,56.0,M
Shayne Leanne Reese,Swimming,25.0,168.0,62.0,F
John Paul Lyndon Regis,Athletics,25.0,181.0,98.0,M
Hans Lenk,Rowing,25.0,177.0,80.0,M
Lisa Teresia Regnell (-Lindh),Diving,25.0,,,F
Gta Elisabeth Pettersson (-Frisk),Gymnastics,25.0,,,F
Tiia-Riitta Johanna Reima,Ice Hockey,25.0,159.0,53.0,F
Tomasz Wylenzek,Canoeing,25.0,183.0,92.0,M
Walter Reisp,Handball,25.0,,,M
Hans-Henrik rsted,Cycling,25.0,186.0,76.0,M
Wang Lihong,Softball,25.0,168.0,63.0,F
Marta Xargay Casademont,Basketball,25.0,180.0,71.0,F
Ernst Reiter,Biathlon,25.0,183.0,78.0,M
Peng Ping,Basketball,25.0,190.0,79.0,F
Harold Marion Osborn (Osborne-),Athletics,25.0,181.0,73.0,M
Wang Yan,Athletics,25.0,170.0,52.0,F
"Abraham Robertus ""Bram"" Lomans",Hockey,25.0,200.0,96.0,M
Zhong Tianshi,Cycling,25.0,168.0,62.0,F
Wu Jingyu,Taekwondo,25.0,167.0,51.0,F
Rainer Philipp,Ice Hockey,25.0,182.0,88.0,M
Asha Solette Philip,Athletics,25.0,164.0,67.0,F
Istvn Pelle,Gymnastics,25.0,,,M
Koichi Oshima,Baseball,25.0,165.0,65.0,M
Wang Zheng,Shooting,25.0,183.0,70.0,M
Charles Georg Lomberg,Athletics,25.0,182.0,75.0,M
Giuseppina Leone (-Paoletti),Athletics,25.0,168.0,58.0,F
Zhang Zhilei,Boxing,25.0,200.0,111.0,M
Wu Yiwen,Synchronized Swimming,25.0,168.0,54.0,F
Matteo Pelliciari,Swimming,25.0,190.0,77.0,M
"Brigitte Wujak (Knzel-, -Pretzschner)",Athletics,25.0,169.0,60.0,F
Matthew Long,Rowing,25.0,194.0,89.0,M
Kurt Leucht,Wrestling,25.0,,,M
Taylor Worth,Archery,25.0,174.0,60.0,M
Harry Bluett Liversedge,Athletics,25.0,,,M
Ville Antti Rikknen,Biathlon,25.0,179.0,72.0,M
John Cleve Livingston,Rowing,25.0,188.0,82.0,M
Johan Verner Weckman,Wrestling,25.0,178.0,87.5,M
Nicole Dawn Livingstone-Stevenson (-Clayton),Swimming,25.0,174.0,65.0,F
Hac liyev,Wrestling,25.0,168.0,65.0,M
Manfred Wolke,Boxing,25.0,176.0,67.0,M
Kara Elizabeth Wolters (-Drinan),Basketball,25.0,201.0,95.0,F
"Randall Scott ""Randy"" Lewis",Wrestling,25.0,173.0,64.0,M
Douglas Alistair Gordon Pirie,Athletics,25.0,188.0,65.0,M
Ivan Ljubii,Tennis,25.0,193.0,84.0,M
"Edward ""Eddie"" Owen",Athletics,25.0,170.0,61.0,M
Sam Webster,Cycling,25.0,183.0,80.0,M
Vladimir Vladimirovich Zhmudsky,Water Polo,25.0,180.0,81.0,M
Stefan Daniel Patryk Liv (li-),Ice Hockey,25.0,183.0,84.0,M
"Marcella Jeanette ""Marcy"" Place-von Schottenstein",Hockey,25.0,170.0,64.0,F
"Cyril Anthony ""Cy"" Weidenborner",Ice Hockey,25.0,167.0,64.0,M
Kazimierz Sylwester Padzior,Boxing,25.0,171.0,59.0,M
Zhang Xiangxiang,Weightlifting,25.0,161.0,62.0,M
Ana Radovi,Handball,25.0,175.0,65.0,F
Tero Kristian Pitkmki,Athletics,25.0,195.0,94.0,M
Elena Radu,Canoeing,25.0,178.0,71.0,F
Wei Haiying,Football,25.0,165.0,53.0,F
Dumitru Rducanu,Rowing,25.0,165.0,55.0,M
Elio Ragni,Athletics,25.0,178.0,64.0,M
Igor Ivanovich Pisarev,Canoeing,25.0,180.0,78.0,M
Andreas Wolff,Handball,25.0,198.0,110.0,M
Heinz-Helmut Wehling,Wrestling,25.0,165.0,62.0,M
"Frederick Ferdinand ""Freddie"" Wolff",Athletics,25.0,184.0,79.0,M
Aleksandr Borisovich Yermilov,Volleyball,25.0,200.0,90.0,M
Andrea Pirlo,Football,25.0,177.0,68.0,M
Axel Henry Wegner,Shooting,25.0,179.0,90.0,M
Froukje Wegman,Rowing,25.0,177.0,70.0,F
Dan Luther Pippin,Basketball,25.0,185.0,77.0,M
"Robert David ""Bob"" Webster",Diving,25.0,175.0,63.0,M
Jos Luis Llorente Gento,Basketball,25.0,188.0,84.0,M
"Robert Brooks ""Bobby"" Weaver",Wrestling,25.0,157.0,48.0,M
Andrew Teisher Weaver,Cycling,25.0,183.0,73.0,M
Portia Woodman,Rugby Sevens,25.0,169.0,74.0,F
Hannu Juhani Rantakari,Gymnastics,25.0,172.0,67.0,M
Elena Leutean-Popescu (-Teodorescu),Gymnastics,25.0,162.0,58.0,F
Eric Wauters,Equestrianism,25.0,184.0,79.0,M
Taryn Nadine Woods,Water Polo,25.0,175.0,76.0,F
Svetla Khristova Otsetova,Rowing,25.0,171.0,62.0,F
Dzhamal Sultanovich Otarsultanov,Wrestling,25.0,163.0,55.0,M
"Gabriel Thomas ""Gabe"" Woodward",Swimming,25.0,187.0,83.0,M
Paul Andreas Pedersen,Gymnastics,25.0,,,M
Marcus China Watson,Rugby Sevens,25.0,177.0,88.0,M
Knut stby,Canoeing,25.0,,,M
Hollie Webb,Hockey,25.0,165.0,65.0,F
Frank Markus Otto,Water Polo,25.0,193.0,94.0,M
"William ""Wally"" Webb",Boxing,25.0,,,M
"Douglas Toliver ""Doug"" Lewis",Boxing,25.0,170.0,66.0,M
"William ""Bill"" Wood",Rowing,25.0,,,M
"Donald Arthur ""Don"" Piper",Basketball,25.0,180.0,73.0,M
Rolf Ingemar Rmgrd,Cross Country Skiing,25.0,,,M
Wayne Daniel Ough,Baseball,25.0,190.0,95.0,M
Brian M. Lewis,Athletics,25.0,170.0,72.0,M
Mieczysaw Jan Wojczak,Handball,25.0,188.0,87.0,M
Soslan Lyudvikovich Ramonov,Wrestling,25.0,170.0,65.0,M
Ou Jingbai,Softball,25.0,174.0,70.0,F
Maximilian Levy,Cycling,25.0,182.0,87.0,M
Hannes Peckolt,Sailing,25.0,179.0,73.0,M
Daniel Ramseier,Equestrianism,25.0,186.0,85.0,M
Pirmin Zurbriggen,Alpine Skiing,25.0,183.0,83.0,M
Nils Arvid Ramm,Boxing,25.0,,,M
Anne-Marie Rindom,Sailing,25.0,170.0,68.0,F
Ramon Salomon Miller,Athletics,25.0,180.0,67.0,M
Vladimir Konstantinovich Shmelyov,Modern Pentathlon,25.0,187.0,83.0,M
Ross Croft Taylor,Ice Hockey,25.0,178.0,,M
Norman William Taylor,Rowing,25.0,,,M
"Joseph Wallace ""Joe"" McCormick",Ice Hockey,25.0,175.0,67.0,M
Anna Vladimirovna Shorina,Synchronized Swimming,25.0,161.0,52.0,F
"John Baxter Taylor, Jr.",Athletics,25.0,181.0,74.0,M
Margarita Shtarkelova,Basketball,25.0,177.0,73.0,F
Milena Mllerov (-Folberov),Gymnastics,25.0,,,F
Yury Ivanovich Zakharevich,Weightlifting,25.0,180.0,110.0,M
Angella Marie Taylor-Issajenko,Athletics,25.0,167.0,61.0,F
Walter Lee McCoy,Athletics,25.0,178.0,72.0,M
Boris Khabalovich Shukhov,Cycling,25.0,176.0,72.0,M
Silke Mller,Hockey,25.0,165.0,57.0,F
"Maximillian ""Max"" Mller",Hockey,25.0,185.0,80.0,M
Matthias Mller,Football,25.0,173.0,66.0,M
Tetiana Volodymyrivna Shynkarenko,Handball,25.0,175.0,67.0,F
Lukas Mller,Rowing,25.0,208.0,102.0,M
Irina Mller (-Weisse),Rowing,25.0,176.0,84.0,F
Antonio Siddi,Athletics,25.0,177.0,73.0,M
Aleksandr Nikolayevich Sidelnikov,Ice Hockey,25.0,176.0,82.0,M
Bruno Mller,Rowing,25.0,,,M
Cornelia Sideri,Canoeing,25.0,168.0,64.0,F
"Laurens Siebrand ""Lau"" Mulder",Hockey,25.0,,,M
Veniamin Igorevich Tayanovich,Swimming,25.0,,,M
Marian Taaj,Judo,25.0,170.0,70.0,M
Lewis Pendleton Sheldon,Athletics,25.0,,,M
"Frederic Seymour ""Fred"" Murray",Athletics,25.0,180.0,66.0,M
"Harold Lawson ""Henry"" Murphy",Hockey,25.0,,,M
John Peter Robert McBryde,Hockey,25.0,177.0,71.0,M
Jana Teschke,Hockey,25.0,168.0,56.0,F
Frank Reilly McCabe,Basketball,25.0,203.0,102.0,M
Salim Sherwani,Hockey,25.0,183.0,73.0,M
"John Paul ""Pete"" McCaffrey",Basketball,25.0,198.0,98.0,M
Loren Murchison,Athletics,25.0,174.0,68.0,M
"Anthony ""Tony"" Terlazzo",Weightlifting,25.0,,69.0,M
"Marion Lawrence ""Larry"" Shields",Athletics,25.0,170.0,64.0,M
"Thomas Allen ""Tom"" Shields",Swimming,25.0,193.0,86.0,M
Justin Jeremiah McCarthy,Ice Hockey,25.0,,,M
Michael Murach,Boxing,25.0,171.0,66.0,M
Nurbakyt Moldakhmetuly Tengizbayev,Wrestling,25.0,168.0,60.0,M
Laurent Farci Munier,Handball,25.0,192.0,92.0,M
Munji Munemura,Wrestling,25.0,173.0,70.0,M
Irina Viktorovna Tebenikhina,Volleyball,25.0,189.0,76.0,F
Laura Teani,Water Polo,25.0,175.0,75.0,F
Toshiko Shirasu-Aihara,Gymnastics,25.0,147.0,47.0,F
Mun Pil-Hui,Handball,25.0,168.0,62.0,F
"Robert Alan ""Bob"" Shirlaw",Rowing,25.0,190.0,86.0,M
"Suzanne Theresa ""Suzie"" McConnell (-Serio)",Basketball,25.0,162.0,50.0,F
Eridadi Mukwanga,Boxing,25.0,160.0,54.0,M
Nail Narimanovich Mukhamedyarov,Weightlifting,25.0,171.0,90.0,M
Anatoly Petrovich Tarabrin,Rowing,25.0,184.0,79.0,M
Piotr Mowlik,Football,25.0,178.0,82.0,M
"Victoria ""Vicki"" Movsessian (-Lamoriello)",Ice Hockey,25.0,165.0,64.0,F
rka Zhrobsk-Strachov,Alpine Skiing,25.0,174.0,66.0,F
Jack McKenzie,Ice Hockey,25.0,190.0,86.0,M
Sin A-Lam,Fencing,25.0,168.0,56.0,F
Harald Tammer,Weightlifting,25.0,176.0,83.0,M
Ajitpal Singh Kular,Hockey,25.0,178.0,70.0,M
Harmik Singh,Hockey,25.0,174.0,70.0,M
Kaspar Simeonov,Volleyball,25.0,196.0,103.0,M
Jaipal Singh Munda,Hockey,25.0,,,M
Varinder Singh,Hockey,25.0,160.0,58.0,M
Tarlochan Singh Bawa,Hockey,25.0,,,M
"Carlos ""Mosquito"" Domingos Massoni",Basketball,25.0,178.0,80.0,M
Burt Plumb McKinnie,Golf,25.0,,,M
Gurcharan Singh Grewal,Hockey,25.0,,,M
Larysa Vitalivna Moskalenko,Sailing,25.0,170.0,68.0,F
Kvin Ren Michel Sireau,Cycling,25.0,188.0,90.0,M
Makoto Takimoto,Judo,25.0,174.0,81.0,M
"Alexander ""Alec"" McLean",Rowing,25.0,192.0,86.0,M
"Guivi ""Gia"" Sissaouri",Wrestling,25.0,163.0,60.0,M
Roop Singh Bais,Hockey,25.0,170.0,,M
Stephan Mlvig,Rowing,25.0,180.0,75.0,M
Nora Mrk,Handball,25.0,168.0,63.0,F
Zlatko imenc,Water Polo,25.0,186.0,88.0,M
Michael L. McDonald,Athletics,25.0,183.0,85.0,M
Ashley Tara Tappin (-Doussan),Swimming,25.0,178.0,66.0,F
Birte Siech,Rowing,25.0,180.0,75.0,F
Sileshi Mekuria Sihine,Athletics,25.0,168.0,58.0,M
Vin Villiam Siikaniemi (Siegberg-),Athletics,25.0,182.0,83.0,M
Anton Tarielyevich Sikharulidze,Figure Skating,25.0,182.0,76.0,M
Paul Kipngetich Tanui,Athletics,25.0,168.0,47.0,M
Annette Sikveland,Biathlon,25.0,177.0,62.0,F
Lutalo Massop-Muhammad,Taekwondo,25.0,191.0,80.0,M
Kinuko Tanida (-Idogawa),Volleyball,25.0,167.0,65.0,F
Trine Tangeraas,Football,25.0,169.0,62.0,F
Juris Silovs,Athletics,25.0,177.0,80.0,M
Erlon de Souza Silva,Canoeing,25.0,175.0,78.0,M
Tang Lingsheng,Weightlifting,25.0,160.0,60.0,M
Eric C. Mueller,Rowing,25.0,200.0,102.0,M
Tang Gonghong,Weightlifting,25.0,172.0,120.0,F
Yarisley Silva Rodrguez,Athletics,25.0,161.0,61.0,F
John McGough,Athletics,25.0,,,M
"Silvia Andrea ""Silvinha"" Santos Luz",Basketball,25.0,173.0,66.0,F
Manuela Mucke,Canoeing,25.0,175.0,73.0,F
Akzhurek Dostykovich Tanatarov,Wrestling,25.0,170.0,66.0,M
"Silvio ""Silvinho"" Paiva",Football,25.0,169.0,63.0,M
Jan Mrvk,Rowing,25.0,189.0,83.0,M
"Theodore Joseph ""Ted"" McLear",Wrestling,25.0,,,M
Donna-Marie Louise Murray-Hartley (-Wass),Athletics,25.0,170.0,55.0,F
Thasa Daher de Menezes,Volleyball,25.0,196.0,75.0,F
Ulf-Bla Timmermann,Athletics,25.0,194.0,118.0,M
Eli Matheson,Hockey,25.0,175.0,70.0,M
"Charles Lee Tilden, Jr.",Rugby,25.0,184.0,,M
Jean-Baptiste Mathieu,Rowing,25.0,,,M
Katja Seizinger (-Weber),Alpine Skiing,25.0,171.0,64.0,F
aban Sejdi,Wrestling,25.0,172.0,74.0,M
Yury Gennadyevich Selikhov,Basketball,25.0,185.0,82.0,M
Igor Tikhomirov,Fencing,25.0,187.0,98.0,M
Paavo Ilmari Yrjl,Athletics,25.0,183.0,82.0,M
"Eduard Herbert ""Eddy"" Tiel",Hockey,25.0,,,M
Gerhard Seibold,Canoeing,25.0,180.0,71.0,M
Vladimir Vladimirovich Selkov,Swimming,25.0,188.0,75.0,M
Gianluca Tiberti,Modern Pentathlon,25.0,176.0,72.0,M
Ilona Nagy,Handball,25.0,178.0,76.0,F
Mokgadi Caster Semenya,Athletics,25.0,178.0,70.0,F
Tian Qing,Badminton,25.0,168.0,63.0,F
Tomohiro Nagatsuka,Cycling,25.0,182.0,78.0,M
"Helene ""Leni"" Thurner (-Bullock)",Luge,25.0,168.0,58.0,F
Yuki Nagasato-Ogimi,Football,25.0,168.0,60.0,F
Kiyofumi Nagai,Cycling,25.0,175.0,81.0,M
Anatoly Anatolyevich Semyonov,Ice Hockey,25.0,188.0,86.0,M
Josia Thugwane,Athletics,25.0,158.0,45.0,M
Marie-Theres Nadig,Alpine Skiing,25.0,165.0,64.0,F
V'iacheslav Mykhailovych Semenov,Football,25.0,169.0,67.0,M
Robert Arthur Seguso,Tennis,25.0,191.0,82.0,M
Hiroshi Nakamoto,Baseball,25.0,178.0,80.0,M
Karl Schwegler,Rowing,25.0,,,M
Jonathan Bryan Toews,Ice Hockey,25.0,188.0,95.0,M
"William Douglas ""Tripp"" Schwenk, III",Swimming,25.0,190.0,79.0,M
Uwe Schwenker,Handball,25.0,185.0,83.0,M
Geoffrey Travers Mason,Bobsleigh,25.0,,,M
Germaine Mason,Athletics,25.0,195.0,80.0,M
Enyu Dinev Todorov,Wrestling,25.0,166.0,63.0,M
Michele Mary Mason-Brown,Athletics,25.0,171.0,55.0,F
Karel Masopust,Ice Hockey,25.0,180.0,80.0,M
Jlius Toek,Rowing,25.0,188.0,86.0,M
Gary Milburn Tobian,Diving,25.0,183.0,73.0,M
Adolfna Tkakov-Taov,Gymnastics,25.0,158.0,53.0,F
Anton Tk,Cycling,25.0,183.0,81.0,M
Lyudmila Yevgenyevna Titova,Speed Skating,25.0,176.0,64.0,F
"Robert Lloyd ""Bob"" Seagren",Athletics,25.0,183.0,80.0,M
William Raymond Seagrove,Athletics,25.0,,,M
Takuya Nakase,Gymnastics,25.0,165.0,64.0,M
Yevgeny Andreyevich Tishchenko,Boxing,25.0,196.0,91.0,M
Dante Secchi,Rowing,25.0,,,M
Louis John Secco,Ice Hockey,25.0,,,M
"Robert Morton Newburgh ""Bob"" Tisdall",Athletics,25.0,186.0,74.0,M
Lars Henrik Sedin,Ice Hockey,25.0,188.0,87.0,M
Jean-Christophe Thouvenel,Football,25.0,173.0,72.0,M
"Malcolm Julian ""Mannie"" McArthur",Rugby,25.0,,,M
Farit Nurgaliyevich Zigangirov,Hockey,25.0,174.0,74.0,M
Nedo Nadi,Fencing,25.0,188.0,,M
Mariya Yuryevna Sharapova,Tennis,25.0,188.0,59.0,F
Helene Mayer (-Falkner von Sonnenburg),Fencing,25.0,183.0,,F
Rustam Khalimdzhanovych Sharipov,Gymnastics,25.0,163.0,61.0,M
Aleksandrs Muzienko,Sailing,25.0,189.0,92.0,M
"William ""Bill"" Thoburn",Rowing,25.0,,,M
Kerstin Thiele,Judo,25.0,168.0,70.0,F
Jrgen Wolfgang Theuerkauff,Fencing,25.0,180.0,72.0,M
Yevgeny Aleksandrovich Mayorov,Ice Hockey,25.0,172.0,72.0,M
Andrey Viktorovich Zamkovoy,Boxing,25.0,174.0,69.0,M
Eduard Thelen,Hockey,25.0,183.0,76.0,M
Pierre Musy,Bobsleigh,25.0,,,M
Bryony Elisabeth Shaw,Sailing,25.0,166.0,60.0,F
"Grard ""Gerry"" Thberge",Ice Hockey,25.0,175.0,72.0,M
Leonid Mikhaylovich Shcherbakov,Athletics,25.0,178.0,73.0,M
Karen Thatcher,Ice Hockey,25.0,174.0,71.0,F
Farkhat Akhatovich Mustafin,Wrestling,25.0,160.0,57.0,M
Andrs Mazzali,Football,25.0,172.0,72.0,M
Aikaterini Thanou,Athletics,25.0,165.0,56.0,F
Lyudmila Ivanovna Shchetinina,Volleyball,25.0,178.0,67.0,F
Jacob Tullin Thams,Ski Jumping,25.0,178.0,,M
Gary Peter Sheerer,Water Polo,25.0,175.0,73.0,M
Viktor Georgiyevich Mazanov,Swimming,25.0,190.0,82.0,M
Albert Paul Mayaud,Water Polo,25.0,,,M
Jrme Cdric Thomas,Boxing,25.0,168.0,51.0,M
Roland Matthes,Swimming,25.0,189.0,74.0,M
Anna Sergeyevna Sen,Handball,25.0,186.0,81.0,F
Didier Ren Snac,Football,25.0,185.0,80.0,M
"Alexander Michael ""Alex"" Naddour",Gymnastics,25.0,170.0,70.0,M
Pawina Thongsuk,Weightlifting,25.0,156.0,68.0,F
"Earl John ""Tommy"" Thomson",Athletics,25.0,188.0,86.0,M
Julius Alexander Thomson,Rowing,25.0,,75.0,M
Anatoly Dmitriyevich Myshkin,Basketball,25.0,205.0,95.0,M
eljko Matu,Football,25.0,177.0,75.0,M
Serhiy Leonidovych Matvieiev,Cycling,25.0,183.0,78.0,M
Ihor Hryhorovych Matviyenko,Sailing,25.0,178.0,69.0,M
James Thompson,Rowing,25.0,182.0,70.0,M
Oleksiy Oleksandrovych Mykhailychenko,Football,25.0,186.0,80.0,M
Paula Jean Myers-Pope,Diving,25.0,162.0,51.0,F
Jrgen Maune,Volleyball,25.0,191.0,87.0,M
Seyyed Shamseddin Seyyed Abbasi,Wrestling,25.0,175.0,62.0,M
Amlie Simone Mauresmo,Tennis,25.0,175.0,69.0,F
John Thomas Shadden,Sailing,25.0,167.0,61.0,M
"Francis Morgan ""Daley"" Thompson",Athletics,25.0,184.0,92.0,M
Alan Blair Thompson,Canoeing,25.0,179.0,83.0,M
Marie Mvers,Hockey,25.0,170.0,67.0,F
Mykhailo Opanasovych Shakhov,Wrestling,25.0,159.0,57.0,M
David Lindsay Maxwell,Rowing,25.0,196.0,86.0,M
Myeom Bok-Hui,Handball,25.0,168.0,66.0,F
Joel Ladd Thomas,Swimming,25.0,193.0,104.0,M
Jan Einar Thorsen,Alpine Skiing,25.0,181.0,82.0,M
Yevgeny Ivanovich Maskinskov,Athletics,25.0,,,M
Sally McLellan-Pearson,Athletics,25.0,167.0,60.0,F
Axel Adolf Sjblom,Gymnastics,25.0,,,M
Roswietha Zobelt (Reichel-),Rowing,25.0,188.0,83.0,F
Shirley Elaine Strong,Athletics,25.0,173.0,63.0,F
Ingo Spelly,Canoeing,25.0,184.0,79.0,M
Kharis Kharisovich Yunichev,Swimming,25.0,,,M
Peer Moberg,Sailing,25.0,180.0,94.0,M
Mris trombergs,Cycling,25.0,186.0,90.0,M
Hubert Strolz,Alpine Skiing,25.0,182.0,76.0,M
Sergey Valentinovich Zabolotnov,Swimming,25.0,194.0,90.0,M
"Joseph ""Jef"" Mewis",Wrestling,25.0,166.0,62.0,M
Frank Isaac Spellman,Weightlifting,25.0,,73.0,M
Doina Tudora Sprcu (-Craciun),Rowing,25.0,180.0,71.0,F
Rid Mmmdbyov,Wrestling,25.0,,,M
Goran prem,Handball,25.0,183.0,85.0,M
Elana Meyer (-van Zyl),Athletics,25.0,158.0,55.0,F
Tamari Miyashiro,Volleyball,25.0,170.0,73.0,F
Thomas Springel,Handball,25.0,194.0,91.0,M
Thilo Stralkowski,Hockey,25.0,190.0,92.0,M
Maria Springwald,Rowing,25.0,174.0,69.0,F
Marko Spittka,Judo,25.0,179.0,88.0,M
Torsten Spanneberg,Swimming,25.0,202.0,88.0,M
Goran Sukno,Water Polo,25.0,188.0,86.0,M
Frank Mller,Judo,25.0,189.0,125.0,M
"Ernest Alfred ""Ernie"" Merlin (Merlini-)",Cycling,25.0,,,M
Olga Leonidovna Sukharnova,Basketball,25.0,192.0,94.0,F
John Edward Merricks,Sailing,25.0,173.0,62.0,M
Song Xiaobo,Basketball,25.0,182.0,75.0,F
Katharine Merry,Athletics,25.0,173.0,62.0,F
Rebecca Soni,Swimming,25.0,173.0,61.0,F
Victor Jean Marie Sonnemans,Water Polo,25.0,,,M
Sadatoshi Sugahara,Volleyball,25.0,177.0,73.0,M
Mari Kristine Sbstad Molid,Handball,25.0,178.0,73.0,F
Kayla Moleschi,Rugby Sevens,25.0,159.0,65.0,F
Aleksandr Ivanovich Moiseyev,Basketball,25.0,,,M
Anioara Sorohan-Minea,Rowing,25.0,177.0,69.0,F
Antnio Salvador Sucar,Basketball,25.0,200.0,100.0,M
Ricky Achmad Subagja,Badminton,25.0,172.0,62.0,M
Svetlana Aleksandrova Zaboluyeva-Antipova (-Belova),Basketball,25.0,180.0,70.0,F
Daouda Demba Sow,Boxing,25.0,175.0,60.0,M
Kurt Moeschter,Rowing,25.0,,,M
Johan Leopold Stumpf,Gymnastics,25.0,173.0,,M
Jrgen Leschly Srensen (-Leschly),Football,25.0,,,M
Davit Modzmanashvili,Wrestling,25.0,185.0,110.0,M
Takashi Mitsukuri,Gymnastics,25.0,161.0,62.0,M
Sarah Diana Stevenson,Taekwondo,25.0,177.0,69.5,F
Andrey Olegovich Minenkov,Figure Skating,25.0,183.0,,M
"Kaarl Edvard ""Kalle"" Mikkolainen",Gymnastics,25.0,,,M
"Janusz Stanisaw ""Jan"" Mikoajczak (Krenz-)",Rowing,25.0,172.0,68.0,M
Harry Dwight Steel,Wrestling,25.0,,,M
Willie Samuel Steele,Athletics,25.0,180.0,73.0,M
Amlia Sterbinszky,Handball,25.0,172.0,62.0,F
Bozhidar Milenkov,Canoeing,25.0,174.0,74.0,M
Christian Carlos Miniussi Ventureira,Tennis,25.0,185.0,74.0,M
Jessica Marie Steffens,Water Polo,25.0,183.0,75.0,F
Fatima Yusuf-Olukoju,Athletics,25.0,170.0,58.0,F
Boris Andrianovich Stenin,Speed Skating,25.0,171.0,71.0,M
Wolfgang Steinbach,Football,25.0,166.0,66.0,M
Anton Steiner,Alpine Skiing,25.0,170.0,73.0,M
Igor Anatolyevich Stelnov,Ice Hockey,25.0,192.0,94.0,M
Matthias Steiner,Weightlifting,25.0,183.0,146.0,M
Tammy Kelly Miller,Hockey,25.0,165.0,59.0,F
Jens Steinigen,Biathlon,25.0,187.0,80.0,M
Lennox Valencia Miller,Athletics,25.0,183.0,79.0,M
Yury Matveyevich Mikhaylov,Speed Skating,25.0,,,M
Danny Miranda Agramonte,Baseball,25.0,178.0,92.0,M
Bowen Dow Stassforth,Swimming,25.0,,,M
Eric Craig Staal,Ice Hockey,25.0,193.0,93.0,M
Hestrie Storbeck-Cloete (-Els),Athletics,25.0,185.0,68.0,F
"Richard Charles ""Rick"" Mitchell",Athletics,25.0,183.0,71.0,M
Walter Raymond Stokes,Shooting,25.0,171.0,,M
Elvis Stojko,Figure Skating,25.0,170.0,71.0,M
Manteo Mitchell,Athletics,25.0,185.0,79.0,M
"Henry Kent Mitchell, II",Rowing,25.0,173.0,51.0,M
Vladimir Stepanovich Stogov,Weightlifting,25.0,,56.0,M
Walter Middelberg,Rowing,25.0,,,M
Ethan Mitchell,Cycling,25.0,180.0,83.0,M
Hryhoriy Anatoliyovych Misiutin,Gymnastics,25.0,166.0,62.0,M
Gerhard Karl Eduard Stck,Athletics,25.0,184.0,91.0,M
Innozenz Stangl,Gymnastics,25.0,,,M
Aleksey Vladimirovich Mishin,Wrestling,25.0,175.0,84.0,M
Galina Andreyevna Mishenina,Rowing,25.0,178.0,73.0,F
Boidar Stanii,Water Polo,25.0,187.0,88.0,M
Yngve Stiernspetz,Gymnastics,25.0,,,M
Georgi Stankov,Boxing,25.0,186.0,81.0,M
Nikola Miroti Stajovi,Basketball,25.0,208.0,100.0,M
"William Arthur ""Art"" Stickney",Golf,25.0,,,M
Brankica Mihajlovi,Volleyball,25.0,190.0,83.0,F
Reiichi Mikata,Nordic Combined,25.0,171.0,56.0,M
Patricia Noriko Miranda,Wrestling,25.0,152.0,48.0,F
